Route,Resource,Strapi Status,Location,DOMAIN,Item_name,short_desc,long_desc,Logo_image_url,provider_id (Leave),max_quantity,min_quantity,tag_name,code,value,category name,category code,provider_name,provider_short_desc,provider_long_desc,provider_Logo_image_url,provider_id,provider_uri,sku,min_price,max_price,stock_quantity,stock_status,Address,City,State,Country,zip,latitude,longitude,gps,fulfillments
US-20 W,Vishwa,Done,,Retail,Packaged food - snacks,"Snacks are quick bites of food enjoyed between meals or as light refreshments, offering convenience and satisfaction in various flavors and forms.","Snacks are convenient and often flavorful food items consumed between meals or as light refreshments. Ranging from savory to sweet, snacks come in diverse forms such as chips, nuts, crackers, cookies, fruit bars, and more. They offer quick satisfaction, energy boosts, and sometimes nutritional benefits, catering to different tastes and dietary preferences. Snacks are enjoyed on-the-go, during breaks, or as accompaniments to social gatherings, providing a convenient and versatile option for satisfying hunger cravings and indulging in culinary delights.",https://images-na.ssl-images-amazon.com/images/I/91Io+MfhEFL.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Walmart Supercenter,Daily Essentials,Retail hub offering variety for shoppers,https://www.tailorbrands.com/wp-content/uploads/2022/09/walmart-logo-6.jpg,,https://www.walmart.com/,Groc_111,1,20,500,Yes,"585 Jeffres St, Chadron, NE 69337",Douglas,Wyoming,USA,69337,,,"42.774343394734835, -105.39423853056344",STORE PICKUP
US-20 W,,,,Retail,Water Bottle,"A water bottle is a portable container designed for carrying and dispensing water, ideal for hydration on the go.","A water bottle is a convenient and portable container crafted to hold water for easy access and consumption. Available in various sizes, shapes, and materials such as plastic, stainless steel, or glass, water bottles are designed for versatility and durability. They often feature leak-proof caps or lids, making them suitable for travel, outdoor activities, or daily use. Water bottles promote hydration, providing a convenient way to carry and access water throughout the day, whether at work, school, the gym, or during outdoor adventures.",https://images.heb.com/is/image/HEBGrocery/001386809,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Walmart Supercenter,Daily Essentials,Retail hub offering variety for shoppers,https://1000logos.net/wp-content/uploads/2017/05/Walmart-Logo-768x432.png,,https://www.walmart.com/,Groc_112,1,20,500,Yes,"2510 S Douglas Hwy, Gillette, WY 82718",shoshoni,Wyoming,USA,82718,,,"43.237205, -108.108132",STORE PICKUP
US-20 W,,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://plus.unsplash.com/premium_photo-1680086903412-d9e00eb08af5?q=80&w=1887&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Walmart Supercenter,Daily Essentials,Retail hub offering variety for shoppers,https://1000logos.net/wp-content/uploads/2017/05/Walmart-Logo-768x432.png,,https://www.walmart.com/,Groc_112,1,20,500,Yes,"2510 S Douglas Hwy, Gillette, WY 82718",Gilette,Wyoming,USA,82718,,,"42.754632, -105.405480",STORE PICKUP
US-20 W,,,,Retail,Chocolate ,"Chocolate is a beloved sweet treat made from cocoa beans, offering a rich and indulgent flavor experience in various forms such as bars, truffles, and confections.","Chocolate is a decadent and versatile confection cherished worldwide for its rich flavor and creamy texture. Derived from cocoa beans harvested from the cacao tree, chocolate undergoes a process of roasting, grinding, and refining to produce cocoa mass, which forms the basis of chocolate products.",https://images.unsplash.com/photo-1610450949065-1f2841536c88?q=80&w=1887&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Walmart Supercenter,Daily Essentials,Retail hub offering variety for shoppers,https://1000logos.net/wp-content/uploads/2017/05/Walmart-Logo-768x432.png,,https://www.walmart.com/,Groc_112,1,20,500,Yes,"2510 S Douglas Hwy, Gillette, WY 82718",Gilette,Wyoming,USA,82718,,,"42.754632, -105.405480",STORE PICKUP
US-20 W,,,,Retail,Chips,"Chips are crispy, savory snacks made from thinly sliced potatoes or other ingredients, offering a satisfying crunch in various flavors.","Chips are popular savory snacks enjoyed worldwide, typically made from thinly sliced potatoes or alternative ingredients like corn, tapioca, or vegetables. These slices are deep-fried, baked, or air-dried to achieve a crispy texture and seasoned with various flavorings such as salt, cheese, barbecue, or herbs. Chips come in a wide array of shapes, including classic potato chips, tortilla chips, and vegetable chips, offering a crunchy and satisfying snack experience. They are often enjoyed on their own, paired with dips, or as accompaniments to meals, providing a convenient and flavorful option for snacking.",https://images.heb.com/is/image/HEBGrocery/001659239,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Walmart Supercenter,Daily Essentials,Retail hub offering variety for shoppers,https://tse4.mm.bing.net/th/id/OIP.Xdcs8QJGanMwZhamXI54mwHaE0?rs=1&pid=ImgDetMain,,https://www.walmart.com/,Groc_113,1,20,500,Yes,"3305 Redwood Dr, Riverton, WY 82501",Thermopolis,Wyoming,USA,82501,,,"43.639453, -108.216287",STORE PICKUP
US-20 W,,,,Retail,Cake,"Cake is a sweet and indulgent dessert made from a combination of flour, sugar, eggs, and flavorings, often topped with frosting or icing for added sweetness.","Cake is a classic dessert enjoyed for its rich flavor and decadent texture. Typically made from a blend of flour, sugar, eggs, and butter or oil, cakes come in a variety of types and flavors, ranging from moist chocolate to light vanilla. Additional ingredients such as cocoa powder, fruits, nuts, or flavor extracts may be incorporated to enhance taste and texture. Once baked, cakes are often adorned with frosting, icing, or glaze, adding sweetness and visual appeal. Whether enjoyed on special occasions like birthdays or weddings, or simply as a delightful treat, cake serves as a beloved symbol of celebration and indulgence in culinary traditions worldwide.",https://images.unsplash.com/photo-1563729784474-d77dbb933a9e?q=80&w=1887&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Walmart Supercenter,Daily Essentials,Retail hub offering variety for shoppers,https://tse4.mm.bing.net/th/id/OIP.Xdcs8QJGanMwZhamXI54mwHaE0?rs=1&pid=ImgDetMain,,https://www.walmart.com/,Groc_113,1,20,500,Yes,"3305 Redwood Dr, Riverton, WY 82501",Riverton,Wyoming,USA,82501,,,"43.017778, -108.391111",STORE PICKUP
US-20 W,,,,Retail,Cake,"Cake is a sweet and indulgent dessert made from a combination of flour, sugar, eggs, and flavorings, often topped with frosting or icing for added sweetness.","Cake is a classic dessert enjoyed for its rich flavor and decadent texture. Typically made from a blend of flour, sugar, eggs, and butter or oil, cakes come in a variety of types and flavors, ranging from moist chocolate to light vanilla. Additional ingredients such as cocoa powder, fruits, nuts, or flavor extracts may be incorporated to enhance taste and texture. Once baked, cakes are often adorned with frosting, icing, or glaze, adding sweetness and visual appeal. Whether enjoyed on special occasions like birthdays or weddings, or simply as a delightful treat, cake serves as a beloved symbol of celebration and indulgence in culinary traditions worldwide.",https://celebratingsweets.com/wp-content/uploads/2022/04/White-Cake-Recipe-5.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Safeway,Daily Essentials,Retail hub offering variety for shoppers,https://tse2.mm.bing.net/th/id/OIP.NXyxhe8XHXL0P_lf6SelqQHaD2?rs=1&pid=ImgDetMain,,,Groc_114,1,20,500,Yes,"620 Shelton St, Chadron, NE 69337",Chadron,Nevada,USA,69337,,,"42.828889, -103.000833",STORE PICKUP
US-20 W,,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://images.unsplash.com/photo-1598839950984-034f6dc7b495?q=80&w=1887&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Safeway,Daily Essentials,Retail hub offering variety for shoppers,https://tse2.mm.bing.net/th/id/OIP.NXyxhe8XHXL0P_lf6SelqQHaD2?rs=1&pid=ImgDetMain,,,Groc_114,1,20,500,Yes,"620 Shelton St, Chadron, NE 69337",Chadron,Nevada,USA,69337,,,"42.828889, -103.000833",STORE PICKUP
US-20 W,,,,Retail,Chocolate ,"Chocolate is a beloved sweet treat made from cocoa beans, offering a rich and indulgent flavor experience in various forms such as bars, truffles, and confections.","Chocolate is a decadent and versatile confection cherished worldwide for its rich flavor and creamy texture. Derived from cocoa beans harvested from the cacao tree, chocolate undergoes a process of roasting, grinding, and refining to produce cocoa mass, which forms the basis of chocolate products.",https://images.unsplash.com/photo-1606312619070-d48b4c652a52?q=80&w=1887&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Safeway,Daily Essentials,Retail hub offering variety for shoppers,https://tse2.mm.bing.net/th/id/OIP.NXyxhe8XHXL0P_lf6SelqQHaD2?rs=1&pid=ImgDetMain,,,Groc_114,1,20,500,Yes,"620 Shelton St, Chadron, NE 69337",Chadron,Nevada,USA,69337,,,"42.828889, -103.000833",STORE PICKUP
US-20 W,,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://wallpapercave.com/wp/wp2422390.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Albertsons,Daily Essentials,Retail hub offering variety for shoppers,https://www.thedailymeal.com/img/gallery/the-monumental-history-behind-albertsons-first-store/l-intro-1675369663.jpg,,,Groc_115,1,20,500,Yes,"1201 W Lott St, Gillette, WY 82718",Gilette,Wyoming,USA,82718,,,"44.665, -105.517778",STORE PICKUP
US-20 W,,,,Retail,Burger ,"A burger is a savory sandwich consisting of a grilled or fried patty made from ground meat or plant-based ingredients, typically served in a soft bun with various toppings and condiments.","A burger is a popular and versatile sandwich enjoyed for its savory flavors and customizable toppings. At its core is a patty made from ground beef, though alternatives such as turkey, chicken, or vegetarian options like black bean or quinoa patties are also common. The patty is seasoned, shaped, and either grilled or fried until cooked through, then placed between soft buns. Burgers are often accompanied by a variety of toppings such as lettuce, tomato, onions, pickles, cheese, and sauces like ketchup, mustard, or mayonnaise. ",https://images.unsplash.com/photo-1568901346375-23c9450c58cd?q=80&w=1899&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Albertsons,Daily Essentials,Retail hub offering variety for shoppers,https://www.thedailymeal.com/img/gallery/the-monumental-history-behind-albertsons-first-store/l-intro-1675369663.jpg,,,Groc_115,1,20,500,Yes,"1201 W Lott St, Gillette, WY 82718",Gilette,Wyoming,USA,82718,,,"44.665, -105.517778",STORE PICKUP
US-20 W,,,,Retail,Chocolate ,"Chocolate is a beloved sweet treat made from cocoa beans, offering a rich and indulgent flavor experience in various forms such as bars, truffles, and confections.","Chocolate is a decadent and versatile confection cherished worldwide for its rich flavor and creamy texture. Derived from cocoa beans harvested from the cacao tree, chocolate undergoes a process of roasting, grinding, and refining to produce cocoa mass, which forms the basis of chocolate products.",https://images.unsplash.com/photo-1587271644048-2fbb187de8d8?q=80&w=1887&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Albertsons,Daily Essentials,Retail hub offering variety for shoppers,https://www.thedailymeal.com/img/gallery/the-monumental-history-behind-albertsons-first-store/l-intro-1675369663.jpg,,,Groc_115,1,20,500,Yes,"1201 W Lott St, Gillette, WY 82718",Gilette,Wyoming,USA,82718,,,"44.665, -105.517778",STORE PICKUP
US-20 W,,,,Retail,Burger ,"A burger is a savory sandwich consisting of a grilled or fried patty made from ground meat or plant-based ingredients, typically served in a soft bun with various toppings and condiments.","A burger is a popular and versatile sandwich enjoyed for its savory flavors and customizable toppings. At its core is a patty made from ground beef, though alternatives such as turkey, chicken, or vegetarian options like black bean or quinoa patties are also common. The patty is seasoned, shaped, and either grilled or fried until cooked through, then placed between soft buns. Burgers are often accompanied by a variety of toppings such as lettuce, tomato, onions, pickles, cheese, and sauces like ketchup, mustard, or mayonnaise. ",https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Burger_King_Angus_Bacon_%26_Cheese_Steak_Burger.jpg/1200px-Burger_King_Angus_Bacon_%26_Cheese_Steak_Burger.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Ridley's Family Markets,Daily Essentials,Retail hub offering variety for shoppers,https://tse3.mm.bing.net/th/id/OIP.IFxEd8grv7KGCw-FKJxgBgHaHF?rs=1&pid=ImgDetMain,,,Groc_116,1,20,500,Yes,"1015 N Federal Blvd, Riverton, WY 82501",Riverton,Wyoming,USA,82501,,,"43.044444, -108.380278",STORE PICKUP
US-20 W,,,,Retail,Bacon ,"A bacon is a savory meat product typically made from pork belly that is cured, smoked, and sliced, offering a salty and flavorful addition to various dishes.","Bacon is a savory meat product derived from pork belly, characterized by its rich flavor and crispy texture. The bacon-making process involves curing the pork belly with salt and sometimes sugar, along with seasonings and spices, to impart flavor and preserve the meat. After curing, the bacon is often smoked using wood chips or liquid smoke, adding depth and complexity to its taste profile. Once cured and smoked, the bacon is sliced thinly and can be cooked by frying, baking, or grilling until crispy. ",https://plus.unsplash.com/premium_photo-1675676474885-6b420b83c45f?q=80&w=1887&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Ridley's Family Markets,Daily Essentials,Retail hub offering variety for shoppers,https://tse3.mm.bing.net/th/id/OIP.IFxEd8grv7KGCw-FKJxgBgHaHF?rs=1&pid=ImgDetMain,,,Groc_116,1,20,500,Yes,"1015 N Federal Blvd, Riverton, WY 82501",Riverton,Wyoming,USA,82501,,,"43.044444, -108.380278",STORE PICKUP
US-20 W,,,,Retail,Sweets ,"Sweets are sugary treats enjoyed for their indulgent flavors and satisfying sweetness, encompassing a wide range of confections such as candies, chocolates, pastries, and desserts.","Sweets are delightful treats cherished for their sugary taste and ability to satisfy cravings for something indulgent. This broad category includes a diverse array of confections, ranging from candies and chocolates to pastries, cakes, and desserts. Sweets are often made from ingredients such as sugar, chocolate, flour, butter, eggs, and various flavorings, resulting in a wide variety of textures, flavors, and presentations. ",https://images.unsplash.com/photo-1576712967455-c8d22580e9be?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Ridley's Family Markets,Daily Essentials,Retail hub offering variety for shoppers,https://tse3.mm.bing.net/th/id/OIP.IFxEd8grv7KGCw-FKJxgBgHaHF?rs=1&pid=ImgDetMain,,,Groc_116,1,20,500,Yes,"1015 N Federal Blvd, Riverton, WY 82501",Riverton,Wyoming,USA,82501,,,"43.044444, -108.380278",STORE PICKUP
US-20 W,,,,Retail,Chocolate ,"Chocolate is a beloved sweet treat made from cocoa beans, offering a rich and indulgent flavor experience in various forms such as bars, truffles, and confections.","Chocolate is a decadent and versatile confection cherished worldwide for its rich flavor and creamy texture. Derived from cocoa beans harvested from the cacao tree, chocolate undergoes a process of roasting, grinding, and refining to produce cocoa mass, which forms the basis of chocolate products.",https://tse1.mm.bing.net/th/id/OIP.SmQW4oaaXW4hbrgL1hh07gHaFb?w=1200&h=879&rs=1&pid=ImgDetMain,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,The Grocery Store,Daily Essentials,Retail hub offering variety for shoppers,https://tse2.mm.bing.net/th/id/OIP.ZU5I9eFlLIKwsKu26ysIqAHaFj?rs=1&pid=ImgDetMain,,,Groc_117,1,20,500,Yes,"201 Main St, Chadron, NE 69337",Chadron,Nevada,USA,69337,,,"42.831111, -103.002222",STORE PICKUP
US-20 W,,,,Retail,Nutty savory snack,"A blend of various crunchy ingredients like nuts, lentils, and spices, often seasoned with flavorful spices and herbs","A popular savory snack enjoyed for its crunchy texture and bold flavors. It typically consists of a mixture of roasted or fried ingredients such as nuts (like peanuts, cashews), lentils (such as chickpeas, green peas), and fried noodles or poha (flattened rice), combined with a variety of spices and seasonings. ",https://images.unsplash.com/photo-1614735241165-6756e1df61ab?q=80&w=1932&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,The Grocery Store,Daily Essentials,Retail hub offering variety for shoppers,https://tse2.mm.bing.net/th/id/OIP.ZU5I9eFlLIKwsKu26ysIqAHaFj?rs=1&pid=ImgDetMain,,,Groc_117,1,20,500,Yes,"201 Main St, Chadron, NE 69337",Chadron,Nevada,USA,69337,,,"42.831111, -103.002222",STORE PICKUP
US-20 W,,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://images.unsplash.com/photo-1559622214-f8a9850965bb?q=80&w=1965&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,The Grocery Store,Daily Essentials,Retail hub offering variety for shoppers,https://tse2.mm.bing.net/th/id/OIP.ZU5I9eFlLIKwsKu26ysIqAHaFj?rs=1&pid=ImgDetMain,,,Groc_117,1,20,500,Yes,"201 Main St, Chadron, NE 69337",Chadron,Nevada,USA,69337,,,"42.831111, -103.002222",STORE PICKUP
US-20 W,,,,Retail,Cake,"Cake is a sweet and indulgent dessert made from a combination of flour, sugar, eggs, and flavorings, often topped with frosting or icing for added sweetness.","Cake is a classic dessert enjoyed for its rich flavor and decadent texture. Typically made from a blend of flour, sugar, eggs, and butter or oil, cakes come in a variety of types and flavors, ranging from moist chocolate to light vanilla. Additional ingredients such as cocoa powder, fruits, nuts, or flavor extracts may be incorporated to enhance taste and texture. Once baked, cakes are often adorned with frosting, icing, or glaze, adding sweetness and visual appeal. Whether enjoyed on special occasions like birthdays or weddings, or simply as a delightful treat, cake serves as a beloved symbol of celebration and indulgence in culinary traditions worldwide.",https://images.unsplash.com/photo-1578985545062-69928b1d9587?q=80&w=1989&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Blair's Family Thriftway,Daily Essentials,Retail hub offering variety for shoppers,https://i.pinimg.com/originals/e4/eb/fa/e4ebfa1d7bf709473db1f5ebec34130f.jpg,,,Groc_118,1,20,500,Yes,"1807 S Douglas Hwy, Gillette, WY 82718",Gilette,Wyoming,USA,82718,,,"44.634444, -105.509722",STORE PICKUP
US-20 W,,,,Retail,Chips,"Chips are crispy, savory snacks made from thinly sliced potatoes or other ingredients, offering a satisfying crunch in various flavors.","Chips are popular savory snacks enjoyed worldwide, typically made from thinly sliced potatoes or alternative ingredients like corn, tapioca, or vegetables. These slices are deep-fried, baked, or air-dried to achieve a crispy texture and seasoned with various flavorings such as salt, cheese, barbecue, or herbs. Chips come in a wide array of shapes, including classic potato chips, tortilla chips, and vegetable chips, offering a crunchy and satisfying snack experience. They are often enjoyed on their own, paired with dips, or as accompaniments to meals, providing a convenient and flavorful option for snacking.",https://images.unsplash.com/photo-1599490659101-963323d1da50?q=80&w=1887&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Blair's Family Thriftway,Daily Essentials,Retail hub offering variety for shoppers,https://i.pinimg.com/originals/e4/eb/fa/e4ebfa1d7bf709473db1f5ebec34130f.jpg,,,Groc_118,1,20,500,Yes,"1807 S Douglas Hwy, Gillette, WY 82718",Gilette,Wyoming,USA,82718,,,"44.634444, -105.509722",STORE PICKUP
US-20 W,,,,Retail,Sweets ,"Sweets are sugary treats enjoyed for their indulgent flavors and satisfying sweetness, encompassing a wide range of confections such as candies, chocolates, pastries, and desserts.","Sweets are delightful treats cherished for their sugary taste and ability to satisfy cravings for something indulgent. This broad category includes a diverse array of confections, ranging from candies and chocolates to pastries, cakes, and desserts. Sweets are often made from ingredients such as sugar, chocolate, flour, butter, eggs, and various flavorings, resulting in a wide variety of textures, flavors, and presentations. ",https://wallpaperaccess.com/full/388195.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Smith's Food & Drug,Daily Essentials,Retail hub offering variety for shoppers,https://www.ncesc.com/wp-content/uploads/2022/12/What-is-Smith%E2%80%99s-Food-Drug.png,,,Groc_119,1,20,500,Yes,"1140 W Main St, Riverton, WY 82501",Riverton,Wyoming,USA,82501,,,"43.024167, -108.406111",STORE PICKUP
US-20 W,,,,Retail,Water Bottle,"A water bottle is a portable container designed for carrying and dispensing water, ideal for hydration on the go.","A water bottle is a convenient and portable container crafted to hold water for easy access and consumption. Available in various sizes, shapes, and materials such as plastic, stainless steel, or glass, water bottles are designed for versatility and durability. They often feature leak-proof caps or lids, making them suitable for travel, outdoor activities, or daily use. Water bottles promote hydration, providing a convenient way to carry and access water throughout the day, whether at work, school, the gym, or during outdoor adventures.",https://images.unsplash.com/photo-1614735241165-6756e1df61ab?q=80&w=1932&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Smith's Food & Drug,Daily Essentials,Retail hub offering variety for shoppers,https://www.ncesc.com/wp-content/uploads/2022/12/What-is-Smith%E2%80%99s-Food-Drug.png,,,Groc_119,1,20,500,Yes,"1140 W Main St, Riverton, WY 82501",Riverton,Wyoming,USA,82501,,,"43.024167, -108.406111",STORE PICKUP
US-20 W,,,,Retail,Chips,"Chips are crispy, savory snacks made from thinly sliced potatoes or other ingredients, offering a satisfying crunch in various flavors.","Chips are popular savory snacks enjoyed worldwide, typically made from thinly sliced potatoes or alternative ingredients like corn, tapioca, or vegetables. These slices are deep-fried, baked, or air-dried to achieve a crispy texture and seasoned with various flavorings such as salt, cheese, barbecue, or herbs. Chips come in a wide array of shapes, including classic potato chips, tortilla chips, and vegetable chips, offering a crunchy and satisfying snack experience. They are often enjoyed on their own, paired with dips, or as accompaniments to meals, providing a convenient and flavorful option for snacking.",https://plus.unsplash.com/premium_photo-1680086903412-d9e00eb08af5?q=80&w=1887&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Smith's Food & Drug,Daily Essentials,Retail hub offering variety for shoppers,https://www.ncesc.com/wp-content/uploads/2022/12/What-is-Smith%E2%80%99s-Food-Drug.png,,,Groc_119,1,20,500,Yes,"1140 W Main St, Riverton, WY 82501",Riverton,Wyoming,USA,82501,,,"43.024167, -108.406111",STORE PICKUP
US-20 W,,,,Retail,Nutty savory snack,"A blend of various crunchy ingredients like nuts, lentils, and spices, often seasoned with flavorful spices and herbs","A popular savory snack enjoyed for its crunchy texture and bold flavors. It typically consists of a mixture of roasted or fried ingredients such as nuts (like peanuts, cashews), lentils (such as chickpeas, green peas), and fried noodles or poha (flattened rice), combined with a variety of spices and seasonings. ",https://tse1.mm.bing.net/th/id/OIP.k6Y1wiD-2xX0hmfBlvkEBwHaIt?rs=1&pid=ImgDetMain,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Natural Grocers,Daily Essentials,Retail hub offering variety for shoppers,https://s.hdnux.com/photos/01/15/26/31/20276857/49/1200x0.jpg,,,Groc_120,1,20,500,Yes,"211 Shelton St, Chadron, NE 69337",Chadron,Nevada,USA,69337,,,"42.829722, -103.000278",STORE PICKUP
